ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strncpy (LI-PaRAD)|92|6.289|6.299|22.338|12.517|62.393|9.784|4.765
strncpy (Arm OR 23.01)|92|7.827|23.828|31.836|15.837|51.524|7.292|3.699
strncpy (GNU libc 2.39)|92|7.832|7.848|27.848|15.646|51.698|7.363|3.688
strncpy (LI-PaRAD)|93|6.288|6.309|22.324|12.638|62.242|9.841|4.849
strncpy (Arm OR 23.01)|93|7.853|23.859|23.873|15.783|50.956|7.361|3.714
strncpy (GNU libc 2.39)|93|7.859|23.858|23.875|15.786|50.941|7.359|3.711
strncpy (LI-PaRAD)|94|6.291|6.316|22.339|12.479|62.738|10.045|4.878
strncpy (Arm OR 23.01)|94|7.856|11.876|23.875|15.667|51.126|7.475|3.733
strncpy (GNU libc 2.39)|94|7.866|7.876|23.892|15.635|51.414|7.506|3.745
strncpy (LI-PaRAD)|95|6.291|6.311|22.345|12.519|62.376|10.099|4.918
strncpy (Arm OR 23.01)|95|7.856|7.863|35.862|15.742|52.391|7.583|3.807
strncpy (GNU libc 2.39)|95|7.857|23.861|23.88|15.787|50.943|7.517|3.791
strncpy (LI-PaRAD)|96|6.289|6.302|22.332|12.632|62.243|10.164|5.008
strncpy (Arm OR 23.01)|96|7.706|7.736|23.741|15.452|51.815|7.792|3.911
strncpy (GNU libc 2.39)|96|7.704|7.735|23.74|15.334|52.374|7.861|3.915
strncpy (LI-PaRAD)|97|6.932|6.938|22.983|13.907|57.338|9.067|4.528
strncpy (Arm OR 23.01)|97|9.43|25.442|25.451|18.947|41.688|5.994|2.971
strncpy (GNU libc 2.39)|97|9.411|25.438|25.446|18.785|42.202|6.056|2.983
